zone_id,zone_name,zone_type,state,district,season,crop,suitability,crop_family,key_risks,soil_notes,climate_notes,evidence_text,source_name,source_ref,data_quality
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,kharif,sorghum,MED,cereal,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Sorghum package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/sorghum,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,kharif,soybean,HIGH,oilseed,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Soybean package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/oilseeds-1/soybean,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,rabi,barley,HIGH,cereal,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Barley package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/barley,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,rabi,chickpea,HIGH,pulse,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Chickpea package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/pulses/chickpea,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,rabi,lentil,MED,pulse,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Lentil package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/pulses/lentil,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,rabi,linseed,MED,oilseed,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Linseed package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/oilseeds-1/linseed,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,rabi,mustard,HIGH,oilseed,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Mustard package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/oilseeds-1/mustard,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,rabi,oat,MED,cereal,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Oat package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/oat,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,rabi,pea,MED,pulse,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Pea package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/pulses/pea,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,rabi,wheat,HIGH,cereal,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Wheat package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/wheat,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_ZAID,Andaman And Nicobar Islands zaid memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,zaid,cucumber,HIGH,horticulture,heat,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Cucumber seasonal cultivation guidance references summer (zaid) window. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/horticulture/cucumber,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_ZAID,Andaman And Nicobar Islands zaid memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,zaid,fodder_maize,MED,cereal,heat,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Fodder maize seasonal cultivation guidance references short summer window. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/maize,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_ZAID,Andaman And Nicobar Islands zaid memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,zaid,muskmelon,HIGH,horticulture,heat,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Muskmelon seasonal cultivation guidance references summer (zaid) window. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/horticulture/muskmelon,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_ZAID,Andaman And Nicobar Islands zaid memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,zaid,sunflower,MED,oilseed,heat,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Sunflower package-of-practices page used as summer-season reference. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/oilseeds-1/sunflower,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_ZAID,Andaman And Nicobar Islands zaid memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,Nicobars,zaid,watermelon,HIGH,horticulture,heat,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Watermelon seasonal cultivation guidance references summer (zaid) window. Localization key: state=Andaman And Nicobar Islands, district=Nicobars, lgd=603.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/horticulture/watermelon,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,bajra,MED,cereal,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Pearl millet package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/bajra,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,blackgram,MED,pulse,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Blackgram package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/pulses/blackgram,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,cotton,HIGH,fiber,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Cotton package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/fibres-1/cotton,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,greengram,MED,pulse,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Greengram package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/pulses/greengram,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,groundnut,HIGH,oilseed,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Groundnut package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/oilseeds-1/groundnut,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,jute,HIGH,fiber,flood,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Jute package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/fibres-1/jute,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,maize,HIGH,cereal,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Maize package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/maize,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,pigeonpea,HIGH,pulse,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Pigeonpea package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/pulses/pigeonpea,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,rice,HIGH,cereal,flood|drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Rice package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/rice,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,sesame,MED,oilseed,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Sesame package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/oilseeds-1/sesame,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,sorghum,MED,cereal,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Sorghum package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/sorghum,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_KHARIF,Andaman And Nicobar Islands kharif memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,kharif,soybean,HIGH,oilseed,drought,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Soybean package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/oilseeds-1/soybean,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,rabi,barley,HIGH,cereal,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Barley package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/barley,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,rabi,chickpea,HIGH,pulse,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Chickpea package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/pulses/chickpea,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,rabi,lentil,MED,pulse,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Lentil package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/pulses/lentil,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,rabi,linseed,MED,oilseed,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Linseed package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/oilseeds-1/linseed,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,rabi,mustard,HIGH,oilseed,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Mustard package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/oilseeds-1/mustard,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,rabi,oat,MED,cereal,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Oat package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/oat,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,rabi,pea,MED,pulse,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Pea package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/pulses/pea,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_RABI,Andaman And Nicobar Islands rabi memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,rabi,wheat,HIGH,cereal,frost,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Wheat package-of-practices page used as season reference on Government Vikaspedia portal. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/wheat,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_ZAID,Andaman And Nicobar Islands zaid memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,zaid,cucumber,HIGH,horticulture,heat,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Cucumber seasonal cultivation guidance references summer (zaid) window. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/horticulture/cucumber,incomplete
AGROCLIM_ANDAMAN_AND_NICOBAR_ISLANDS_ZAID,Andaman And Nicobar Islands zaid memory zone,AGROCLIM_CURATED,Andaman And Nicobar Islands,North And Middle Andaman,zaid,fodder_maize,MED,cereal,heat,district-level soil detail unavailable in source snapshot,seasonal crop guidance extracted from cited official sources,"Fodder maize seasonal cultivation guidance references short summer window. Localization key: state=Andaman And Nicobar Islands, district=North And Middle Andaman, lgd=632.",Vikaspedia (MeitY/C-DAC Government Knowledge Portal),https://en.vikaspedia.in/agriculture/crop-production/package-of-practices/cereals-1/maize,incomplete
